Merkez;Ünvanı;Adı;Soyadı;Anabilim Dalı;Bilim Dalı;YÖK ID;ResearcherID (Esas);ResearcherID (ikinci);ORCID (Esas);ORCID (ikinci);Scopus AuthorID;ScopusId (ikinci);ScopusId (üçüncü);ScopusId (dördüncü);ScopusId (beşinci);Pure adı
Adana;Prof. Dr.;Betül;GÜLALP;Acil Tıp;;4A0DA8318D0565D4;;;0000-0002-2045-2771;;22950346300;;;;;
Ankara;Uzm. Dr. (Doç.);Mustafa;SEVER;Acil Tıp;;;;;0000-0003-3384-5141;;36115063700;;;;;
Konya;Uzm. Dr. (Doç.);Keziban;UÇAR KARABULUT;Acil Tıp;;;;;0000-0001-9188-0266;;36664590700;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Murat;MURATOĞLU;Acil Tıp;;13FAD3D1286DE30C;;;0000-0002-9586-7509;;56607192800;;;;;
Adana;Öğr. Gör. Dr.;Özlem;KARAGÜN;Acil Tıp;;548FC51626B04E27;U-4084-2017;;0000-0003-0681-8375;;54931425300;;;;;
Adana;Öğr. Gör. Dr.;Hasan;YEŞİLAĞAÇ;Acil Tıp;;DDB7F528C8FC1626;;;0000-0002-1365-9256;;9432754800;;;;;hasan-yesilagac
Adana;Uzm. Dr.;Erkan;DOĞAN;Acil Tıp;;;;;0000-0002-3899-494x;;;;;;;
Adana;Uzm. Dr.;Özgün;KÖSENLİ;Acil Tıp;;;;;0000-0001-6687-3320;;41861830900;;;;;
Adana;Uzm. Dr.;Veyis;TAŞIN;Acil Tıp;;;;;0000-0002-0297-0452;;56495522500;;;;;
Alanya;Uzm. Dr.;Mehmet Hüsamettin;AKKÜÇÜK;Acil Tıp;;;;;0000-0003-4569-1143;;39260977200;55596250500;;;;
Alanya;Uzm. Dr.;Tayfun Anıl;DEMİR;Acil Tıp;;;;;0000-0001-5841-2591;;57205300693;;;;;
Alanya;Uzm. Dr.;Mehmet Akif;KARADAŞ;Acil Tıp;;;;;0000-0002-4719-2535;;57205303155;;;;;
Alanya;Uzm. Dr.;Elif;KILIÇLI DOĞANAY;Acil Tıp;;;;;0000-0002-5040-0155;;56470773700;;;;;
Alanya;Uzm. Dr.;Meltem;SEVİNER;Acil Tıp;;;;;0000-0002-1670-7188;;56518326000;;;;;
Ankara;Uzm. Dr.;Ebru;BIYIKLI;Acil Tıp;;;;;;;57201380859;;;;;
Ankara;Uzm. Dr.;İrfan;KALA;Acil Tıp;;;;;0000-0001-6397-2112;;57200304393;;;;;
Ankara;Uzm. Dr.;Hayrettin Meftun;KAPTAN;Acil Tıp;;;;;0000-0001-9759-6848;;;;;;;
İstanbul;Uzm. Dr.;Ahmed;IŞIKLAR;Acil Tıp;;;;;0000-0003-4376-1179;;;;;;;
İzmir;Uzm. Dr.;Belkan;UZUN;Acil Tıp;;;;;;;57196657128;16032343200;56350566100;;;
Konya;Uzm. Dr.;Emine;DOĞAN;Acil Tıp;;;;;;;;;;;;
Ankara;Arş. Gör. Dr.;Melih;AKSOY;Acil Tıp;;69E771649F81DEBB;;;0000-0002-5010-0208;;;;;;;
Ankara;Arş. Gör. Dr.;İdd Selemani;ATHUMANI;Acil Tıp;;;;;;;;;;;;
Ankara;Arş. Gör. Dr.;Büşra;BULUT;Acil Tıp;;;;;0000-0002-9199-6696;;;;;;;
Ankara;Arş. Gör. Dr.;Saadet Nur;ÇETİNKAYA;Acil Tıp;;;;;0000-0002-6181-2032;;;;;;;
Ankara;Arş. Gör. Dr.;Amin;CHEREHSAZ;Acil Tıp;;;;;;;;;;;;
Ankara;Arş. Gör. Dr.;Yunus Emre;FELEK;Acil Tıp;;EDF72FD96ABE9564;;;0000-0001-9034-4875;;;;;;;
Ankara;Arş. Gör. Dr.;Saltuk Buğra;KARACA;Acil Tıp;;40B0271C3F6D91F0;;;0000-0002-3949-244X;;;;;;;
Ankara;Arş. Gör. Dr.;Betül Zehra;MEYVACI;Acil Tıp;;;;;0000-0001-8705-2791;;;;;;;
Ankara;Arş. Gör. Dr.;Sevil;ÖZEK;Acil Tıp;;;;;0000-0002-7245-1877;;;;;;;
Ankara;Arş. Gör. Dr.;Ceyhun;TEMEL;Acil Tıp;;;;;0000-0001-9341-8067;;;;;;;
Ankara;Arş. Gör. Dr.;Mehmet Ali;URUÇAY;Acil Tıp;;B496632833843C77;;;0000-0002-6782-1298;;;;;;;
Ankara;Arş. Gör. Dr.;Hatice İlsu;YILDIRIM;Acil Tıp;;B4C9BE53BBF3D5E2;;;0000-0001-9247-9773;;;;;;;
Ankara;Prof. Dr.;Erhan;BÜKEN;Adli Tıp;;97A4A3AE910C1049;;;0000-0002-4779-0623;;6602245512;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Zehtiye Füsun;YAŞAR;Adli Tıp;;EE4CD4FF16B3E807;;;0000-0002-4583-7678;;56692761300;;;;;
Ankara;Arş. Gör. Dr.;İlay Nur;KIRMAN;Adli Tıp;;;;;0000-0002-5142-6664;;;;;;;
Ankara;Arş. Gör. Dr.;Furkan;ŞAN;Adli Tıp;;5D002055747A797E;;;0000-0001-8081-487X;;;;;;;
Ankara;Arş. Gör. Dr.;Damla;ŞEKERCİ;Adli Tıp;;;;;0000-0002-0765-4886;;;;;;;
Adana;Prof. Dr.;Akatlı Kürşad;ÖZŞAHİN;Aile hekimliği;;B7A36E8678234C34;;;0000-0001-8844-3946;;6603492679;15036591500;;;;akatlı-kursad-ozsahin
Ankara;Prof. Dr.;Altuğ;KUT;Aile hekimliği;;59307F9CA9B0AF2B;;;0000-0003-0776-8349;;6603050379;;;;;altug-kut
Ankara;Prof. Dr.;Mehmet Ergun;ÖKSÜZ;Aile hekimliği;;55CBC0F095C32297;K-8238-2012;;0000-0002-5723-5965;;8950780800;;;;;mehmet-ergun-oksuz
Adana;Doç. Dr.;Süheyl;ASMA;Aile hekimliği;;4A5915FCA6869DA8;;;0000-0001-5335-7976;;16041468800;;;;;suheyl-asma
İstanbul;Doç. Dr.;Özlem;CİĞERLİ;Aile hekimliği;;F99F5CFFFFA116D1;;;0000-0002-7995-1380;;14520908400;;;;;ozlem-cigerli
Adana;Dr. Öğr. Üyesi Dr.;Aslı;KORUR;Aile hekimliği;;D00FABDC19AE1833;;;0000-0002-5086-5593;;56590008900;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Cihan;FİDAN;Aile hekimliği;;C06F2B8692397843;F-5830-2019;;0000-0002-9093-1524;;55058040700;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Fisun;SÖZEN;Aile hekimliği;;46C7788B7A4E50B4;;;0000-0002-1951-2693;;36129068500;;;;;
Adana;Öğr. Gör. Dr.;Ahmet Gürhan;POÇAN;Aile hekimliği;;68BFCE24FD5821D4;;;0000-0003-3128-1602;;55977595300;;;;;
Adana;Öğr. Gör. Dr.;İnci;TURAN;Aile hekimliği;;;;;0000-0002-1714-919X;;9239699500;;;;;
Ankara;Öğr. Gör. Dr.;Muzaffer Gökhan;EMİNSOY;Aile hekimliği;;F4174FA14BAFCCE7;;;0000-0002-6070-7329;;6504143810;;;;;
Konya;Öğr. Gör. Dr.;Fatma Eda;SÖZMEN;Aile hekimliği;;1E4AFD6C3B51D935;;;;;;;;;;
Adana;Uzm. Dr.;Aydan;AKSÖYEK;Aile hekimliği;;;;;0000-0002-9779-4796;;;;;;;
Adana;Uzm. Dr.;Mustafa Okan;İÇER;Aile hekimliği;;;;;0000-0003-2016-9463;;57205040456;;;;;
Adana;Uzm. Dr.;Leyla Rabia;UZ;Aile hekimliği;;;;;0000-0001-6688-8709;;;;;;;
Alanya;Uzm. Dr.;Hakan;AKDEMİR;Aile hekimliği;;;;;0000-0002-9333-1970;;;;;;;
Alanya;Uzm. Dr.;Murat;AYTUĞ;Aile hekimliği;;;;;0000-0002-7096-2980;;;;;;;
Alanya;Uzm. Dr.;Haydar;NAHMATOV;Aile hekimliği;;;;;;;;;;;;
Alanya;Uzm. Dr.;Gökhan;ÖZÇELİK;Aile hekimliği;;;;;;;;;;;;
Alanya;Uzm. Dr.;Aydın;TOKTAMIŞ;Aile hekimliği;;;;;0000-0001-8126-9228;;6507124532;;;;;
Ankara;Uzm. Dr.;Elvan;BİLİCİ AKSÖZ;Aile hekimliği;;;;;0000-0002-4408-7297;;;;;;;
Ankara;Uzm. Dr.;Funda;SALGÜR;Aile hekimliği;;;;;0000-0001-5502-7751;;35786342100;;;;;
İzmir;Uzm. Dr.;Ahmet;DOLAR;Aile hekimliği;;B09C7585281364BC;;;0000-0001-8107-4180;;;;;;;
İzmir;Uzm. Dr.;Sevda;OSMANOĞLU;Aile hekimliği;;;;;;;56365281100;;;;;
Ankara;Arş. Gör. Dr.;Mesut;AKSAY;Aile hekimliği;;;;;0000-0002-4622-8807;;;;;;;
Ankara;Arş. Gör. Dr.;Asan Najat Ali;ALI;Aile hekimliği;;;;;0000-0001-9287-9567;;;;;;;
Ankara;Arş. Gör. Dr.;Melike;ALSANCAK;Aile hekimliği;;BA5FD921FBD36063;;;0000-0002-0988-3140;;;;;;;
Ankara;Arş. Gör. Dr.;Merve;ALYAMAÇ YAŞAR;Aile hekimliği;;F424E5A9E9F89570;;;0000-0002-9319-2544;;;;;;;
Ankara;Arş. Gör. Dr.;Fatma;BACIK;Aile hekimliği;;;;;;;;;;;;
Ankara;Arş. Gör. Dr.;Büşra;BASMACI;Aile hekimliği;;09CE9204FE504C13;;;0000-0001-5569-3295;;;;;;;
Ankara;Arş. Gör. Dr.;Şeyma Berfu;BİRLİK;Aile hekimliği;;;;;0000-0001-5971-0697;;;;;;;
Ankara;Arş. Gör. Dr.;Zeynep;ÇİÇEK;Aile hekimliği;;;;;0000-0001-5382-9419;;;;;;;
Ankara;Arş. Gör. Dr.;Kaval;DAMLANUR;Aile hekimliği;;;;;0000-0002-9421-0855;;;;;;;
Ankara;Arş. Gör. Dr.;Hatice Kübra;DEMİR;Aile hekimliği;;;;;0000-0001-6190-9099;;;;;;;
Ankara;Arş. Gör. Dr.;Doğuş;DUMANLI;Aile hekimliği;;;;;0000-0001-6494-9125;;;;;;;
Ankara;Arş. Gör. Dr.;İrem;ERDEM;Aile hekimliği;;F70FCFEBCD67F784;;;0000-0002-2221-9068;;;;;;;
Ankara;Arş. Gör. Dr.;Elisar;ERYILMAZ;Aile hekimliği;;;;;0000-0003-4757-0767;;;;;;;
Ankara;Arş. Gör. Dr.;Emre Ruhi;GÖÇMEN;Aile hekimliği;;475371E22AC4226C;;;0000-0003-4153-9021;;;;;;;
Ankara;Arş. Gör. Dr.;Hasibe Ece;GÜLER;Aile hekimliği;;;;;0000-0002-9033-3831;;;;;;;
Ankara;Arş. Gör. Dr.;Elif Mine;HAVA;Aile hekimliği;;;;;0000-0001-8097-905X;;;;;;;
Ankara;Arş. Gör. Dr.;Gultekin;HUSEYNLI;Aile hekimliği;;F989D68070D1911A;;;0000-0003-4341-3828;;;;;;;
Ankara;Arş. Gör. Dr.;Samra;KAMİLOVA;Aile hekimliği;;0873693210CD50ED;;;0000-0003-0106-2580;;;;;;;
Ankara;Arş. Gör. Dr.;Mustafa;KARABEKİR;Aile hekimliği;;1DC01FD439C1F954;;;0000-0002-0963-1373;;;;;;;
Ankara;Arş. Gör. Dr.;İrem Rümeysa;KAYA SAYIN;Aile hekimliği;;;;;;;;;;;;
Ankara;Arş. Gör. Dr.;Hatice Cemre;KESKİNER;Aile hekimliği;;973DFC143881998B;;;0000-0002-3619-704X;;;;;;;
Ankara;Arş. Gör. Dr.;Gizem;KOÇOĞLU BİLGİÇ;Aile hekimliği;;4293F3029B7DACB8;;;0000-0002-2032-4817;;;;;;;
Ankara;Arş. Gör. Dr.;Hatice Petek;MUĞLU;Aile hekimliği;;;;;0000-0002-9168-7719;;;;;;;
Ankara;Arş. Gör. Dr.;Ahmet Serkan;ŞAHİNKAYA;Aile hekimliği;;0769F88894A15DD9;;;;;;;;;;
Ankara;Arş. Gör. Dr.;Meliha Kübra;ŞİMŞEK;Aile hekimliği;;1B2D298EB2D35033;;;0000-0003-0568-0079;;;;;;;
Ankara;Arş. Gör. Dr.;Emine;SOLGUN;Aile hekimliği;;;;;;;;;;;;
Ankara;Arş. Gör. Dr.;Müberra;TURAN;Aile hekimliği;;56B47BC9A83B1B54;;;0000-0002-8446-726X;;;;;;;
Ankara;Arş. Gör. Dr.;Rabia Esra;YALÇIN;Aile hekimliği;;5E469C4BA07F6900;;;0000-0001-5891-5025;;;;;;;
Ankara;Arş. Gör. Dr.;Fahri;YAMAN;Aile hekimliği;;;;;0000-0003-3663-9415;;;;;;;
Ankara;Prof. Dr.;Ayla;KÜRKÇÜOĞLU;Anatomi;;716BAF37671406FF;;;0000-0003-4350-4172;;24765457600;;;;;ayla-kurkcuoglu
Ankara;Prof. Dr.;İsmail Can;PELİN;Anatomi;;0E9E35A3D1E02DC1;;;0000-0003-0901-8883;;6507917935;6507138170;;;;ismail-can-pelin
Adana;Dr. Öğr. Üyesi Dr.(Doç.);Esin;ÖZŞAHİN;Anatomi;;5F17FD774CA875FE;;;0000-0002-1719-919X;;9241755000;;;;;esin-ozsahin
Ankara;Dr. Öğr. Üyesi Dr.;Hale;ÖKTEM;Anatomi;;91E834896126BEA5;;;;;23029036300;;;;;hale-oktem
Ankara;Öğr. Gör. Dr.;Mine;POYRAZ;Anatomi;;26D82F46AA6B8DA4;;;0000-0002-4693-6985;;6602234999;;;;;
Ankara;Öğr. Gör.;Melike;AKCAALAN;Anatomi;;;;;0000-0003-0781-0754;;57103585800;;;;;
Ankara;Öğr. Gör.;Hakan;OCAK;Anatomi;;;;;0000-0002-0288-4167;;;;;;;
Ankara;Arş. Gör.;Merve;İZCİ;Anatomi;;D9478D12CFC6A8DF;;;0000-0002-6380-4191;;;;;;;
Ankara;Arş. Gör.;Arife Gizem;KILIÇ;Anatomi;;B3608E0FB2B96268;;;0000-0001-8258-0384;;;;;;;
Ankara;Arş. Gör.;Işık Ecem;KILIÇ;Anatomi;;A129096113B33A7C;;;0000-0001-7480-5117;;;;;;;
Ankara;Arş. Gör.;Berkan;KOZAN;Anatomi;;;;;0000-0001-9169-2783;;;;;;;
Ankara;Arş. Gör.;Beril;TEKİN;Anatomi;;;;;0000-0001-5150-2295;;;;;;;
Adana;Prof. Dr.;Esra;ÇALIŞKAN;Anesteziyoloji ve Reanimasyon;Algoloji;62EC8966321FEC33;;;0000-0001-6497-0610;;8244046800;;;;;esra-calıskan
Ankara;Prof. Dr.;Zeynep;KAYHAN;Anesteziyoloji ve Reanimasyon;Algoloji;ED019C17A0A2BF48;;;0000-0001-5734-7732;;55120691900;6602510436;;;;zeynep-kayhan
Adana;Doç. Dr.;Hatice Evren;EKER;Anesteziyoloji ve Reanimasyon;Algoloji;138673B4B3519CDC;;;0000-0002-7901-0185;;15829147000;35084810100;57191621875;;;hatice-evren-eker-turk
Adana;Doç. Dr.;Oya;YALÇIN ÇOK;Anesteziyoloji ve Reanimasyon;Algoloji;DACB935DCC8A06A4;;;0000-0003-3004-2626;;56618177400;6505537945;;;;oya-yalcın-cok
Adana;Prof. Dr.;Şule;AKIN;Anesteziyoloji ve Reanimasyon;Yoğun Bakım;05919EED6E851490;;;0000-0001-6423-1076;;9743369400;;;;;şule-akın
Adana;Prof. Dr.;Anış;ARIBOĞAN;Anesteziyoloji ve Reanimasyon;Yoğun Bakım;BF75BE0E61A86171;;;0000-0002-4419-5693;;6701364852;;;;;
Ankara;Prof. Dr.;Pınar;ZEYNELOĞLU;Anesteziyoloji ve Reanimasyon;Yoğun Bakım;7E9B86B3DA12988A;;;0000-0003-2312-9942;;6507397672;;;;;
Ankara;Doç. Dr.;Ender;GEDİK;Anesteziyoloji ve Reanimasyon;Yoğun Bakım;D574A80EA3D00CFD;;;0000-0002-7175-207X;;6603245381;;;;;
Ankara;Uzm. Dr.;Tünay;KANDEMİR;Anesteziyoloji ve Reanimasyon;Yoğun Bakım;;;;0000-0002-5656-0352;;56495191900;;;;;
Ankara;Uzm. Dr.;Fatma İrem;YEŞİLER;Anesteziyoloji ve Reanimasyon;Yoğun Bakım;;;;0000-0002-0612-8481;;;;;;;
Adana;Prof. Dr.;Nesrin;BOZDOĞAN ÖZYILKAN;Anesteziyoloji ve Reanimasyon;;0E09F794B2FF4A53;;;0000-0002-4973-8132;;10439556600;;;;;nesrin-bozdogan
Ankara;Prof. Dr.;Adnan;TORGAY;Anesteziyoloji ve Reanimasyon;;77BC730B45675517;;;0000-0002-6829-3300;;6508333808;;;;;adnan-torgay
İstanbul;Prof. Dr.;Gülnaz;ARSLAN;Anesteziyoloji ve Reanimasyon;;66AB19A3BB426296;;;0000-0002-7260-0170;0000-0002-7260-0107;7006502199;;;;;gulnaz-arslan
Adana;Doç. Dr.;Çağla;BALİ;Anesteziyoloji ve Reanimasyon;;652C88A92E1A2997;;;0000-0003-2615-1918;;56043199900;;;;;cagla-bali
Adana;Doç. Dr.;Pınar;ERGENOĞLU;Anesteziyoloji ve Reanimasyon;;6FB45412FA169FB6;;;0000-0003-2312-9942;;6504817520;;;;;pınar-ergenoglu
Ankara;Doç. Dr.;Coşkun;ARAZ;Anesteziyoloji ve Reanimasyon;;D293BAB558682CB5;;;0000-0002-4927-6660;;9841962700;;;;;coskun-araz
Ankara;Doç. Dr.;Elvin;KESİMCİ;Anesteziyoloji ve Reanimasyon;;8773C41842781359;;;0000-0001-8245-4134;;16506741800;;;;;
Adana;Dr. Öğr. Üyesi Dr.(Doç.);Özlem;ÖZMETE;Anesteziyoloji ve Reanimasyon;;648222B4F6E4EA0D;;;0000-0002-2972-7305;;36961208100;57192908865;;;;
Ankara;Dr. Öğr. Üyesi Dr.(Doç.);Aynur;FIRAT;Anesteziyoloji ve Reanimasyon;;3292FE3A2DF31002;;;0000-0003-1470-7501;;56543787900;57213930410;56543549100;;;
İzmir;Dr. Öğr. Üyesi Dr.(Doç.);Bahattin;TUNCALI;Anesteziyoloji ve Reanimasyon;;817D513EDD4F30F8;;;0000-0002-7898-2943;;8523872800;57205048681;6508034375;;;
Ankara;Dr. Öğr. Üyesi Dr.;Asude;AYHAN;Anesteziyoloji ve Reanimasyon;;6B8EC3182C48F505;;;0000-0003-3299-6706;;57189025271;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Zeynep;ERSOY;Anesteziyoloji ve Reanimasyon;;48533B7E3E9D2D4D;;;0000-0003-0767-1088;;57192439170;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Helin;ŞAHİNTÜRK;Anesteziyoloji ve Reanimasyon;;F10307F2F402B2D7;;;0000-0003-0159-4771;;;;;;;
Adana;Öğr. Gör. Dr.;Meltem;KİPRİ;Anesteziyoloji ve Reanimasyon;;7F1D61EC78F0F516;;;0000-0002-7127-4936;;;;;;;
Adana;Öğr. Gör. Dr.;Ferhat;ŞAMLI;Anesteziyoloji ve Reanimasyon;;1159F7759638A585;;;0000-0002-5137-2731;;57192904694;;;;;
Adana;Öğr. Gör. Dr.;Mediha Hacer;ÜLGER;Anesteziyoloji ve Reanimasyon;;7893D8D8A438A3C3;;;0000-0002-8579-0528;;55370714100;;;;;
Alanya;Öğr. Gör. Dr.;Tayfun;BİRTAY;Anesteziyoloji ve Reanimasyon;;6949003417EFC83D;;;0000-0002-2956-688X;;56394548100;;;;;
Ankara;Öğr. Gör. Dr.;Nükhet;AKOVALI;Anesteziyoloji ve Reanimasyon;;6FF6ED82202F778F;;;0000-0002-1237-8890;;55349864100;;;;;
Ankara;Öğr. Gör. Dr.;Aykan;GÜLLEROĞLU;Anesteziyoloji ve Reanimasyon;;5293128D3745E76F;;;0000-0002-6091-9065;;14035517200;;;;;
İstanbul;Öğr. Gör. Dr.;Deniz;KIZILAY;Anesteziyoloji ve Reanimasyon;;A9BC4EE87B5E08B9;;;0000-0002-1142-4699;;;;;;;
İzmir;Öğr. Gör. Dr.;Yonca;PEKCAN;Anesteziyoloji ve Reanimasyon;;DFE135AF142FADE1;;;0000-0002-0991-7435;;57203509080;;;;;
Adana;Uzm. Dr.;Aslı;KARSLI;Anesteziyoloji ve Reanimasyon;;;;;0000-0002-1555-4618;;56543421900;;;;;
Alanya;Uzm. Dr.;Mehmet Cüneyt;AKSAKAL;Anesteziyoloji ve Reanimasyon;;;;;0000-0000-3151-4602;;22955271000;;;;;
Alanya;Uzm. Dr.;Özgür;YETİZ;Anesteziyoloji ve Reanimasyon;;;;;0000-0002-7781-4243;;;;;;;
Ankara;Uzm. Dr.;Figen;LEBLEBİCİ;Anesteziyoloji ve Reanimasyon;;;;;0000-0002-1995-3085;;24068868300;;;;;
Ankara;Uzm. Dr.;Sevil;TİMUROĞLU;Anesteziyoloji ve Reanimasyon;;;;;0000-0002-5385-4443;;;;;;;
İstanbul;Uzm. Dr.;Emin;PAŞAZADE;Anesteziyoloji ve Reanimasyon;;;;;0000-0001-7304-0714;;;;;;;
İstanbul;Uzm. Dr.;Özlem;YENİDÜNYA;Anesteziyoloji ve Reanimasyon;;;;;0000-0001-5622-4378;;6602710017;57213080890;57213080891;;;
İzmir;Uzm. Dr.;Gizem;CABBAROĞLU;Anesteziyoloji ve Reanimasyon;;;;;0000-0002-9608-475X;;;;;;;
İzmir;Uzm. Dr.;Özlem;YILMAZ;Anesteziyoloji ve Reanimasyon;;;;;;;54788665700;;;;;
Konya;Uzm. Dr.;Ömer;AYDIN;Anesteziyoloji ve Reanimasyon;;;;;0000-0002-7812-5802;;;;;;;
Konya;Uzm. Dr.;Eşref;ERDEM;Anesteziyoloji ve Reanimasyon;;;;;0000-0002-8083-8713;;57169861700;55807077500;;;;
Konya;Uzm. Dr.;Ayşe;ERGEN;Anesteziyoloji ve Reanimasyon;;;;;0000-0002-1053-1855;;;;;;;
Konya;Uzm. Dr.;Fatma;KARAKOÇ;Anesteziyoloji ve Reanimasyon;;;;;0000-0002-5904-3932;;57189695234;;;;;
Konya;Uzm. Dr.;Halime;ÖZKAN ÖZDEMİR;Anesteziyoloji ve Reanimasyon;;;;;0000-0001-7515-4264;;;;;;;
Ankara;Arş. Gör. Dr.;Nursultan;AKMATOV;Anesteziyoloji ve Reanimasyon;;;;;0000-0003-4889-4800;;;;;;;
Ankara;Arş. Gör. Dr.;Buğra;AYKENAR;Anesteziyoloji ve Reanimasyon;;3755E471D464A097;;;0000-0002-3025-9326;;;;;;;
Ankara;Arş. Gör. Dr.;Edvin;BIHORAC;Anesteziyoloji ve Reanimasyon;;;;;0000-0002-3957-5393;;;;;;;
Ankara;Arş. Gör. Dr.;Mesher;ÇAPRAS;Anesteziyoloji ve Reanimasyon;;;;;0000-0003-2759-9714;;;;;;;
Ankara;Arş. Gör. Dr.;Nargiz;FATULLAYEVA;Anesteziyoloji ve Reanimasyon;;;;;0000-0003-4569-992x;;;;;;;
Ankara;Arş. Gör. Dr.;Begüm Nemika;GÖKDEMİR;Anesteziyoloji ve Reanimasyon;;;;;0000-0003-0114-5845;;;;;;;
Ankara;Arş. Gör. Dr.;Emre;KANDEMİR;Anesteziyoloji ve Reanimasyon;;22B5F6292B364F2D;;;0000-0003-1295-0081;;;;;;;
Ankara;Arş. Gör. Dr.;Deniz;KAYA;Anesteziyoloji ve Reanimasyon;;0137CAE04CF00CAE;;;0000-0002-9762-042x;;;;;;;
Ankara;Arş. Gör. Dr.;Yağmur;ŞEREF;Anesteziyoloji ve Reanimasyon;;0B16747BF94BC8F1;;;0000-0001-9890-569x;;;;;;;
Ankara;Arş. Gör. Dr.;Deniz;SİVRİOĞLU;Anesteziyoloji ve Reanimasyon;;AF100F90687AF79A;;;0000-0001-8179-6765;;;;;;;
Ankara;Arş. Gör. Dr.;Özer;TUÇ;Anesteziyoloji ve Reanimasyon;;;;;0000-0002-2228-6893;;;;;;;
Ankara;Arş. Gör. Dr.;İrem;ULUTAŞ;Anesteziyoloji ve Reanimasyon;;8BD680EF3165CBD6;;;0000-0002-9167-3125;;;;;;;
Ankara;Arş. Gör. Dr.;Ahmed;USLU;Anesteziyoloji ve Reanimasyon;;;;;0000-0002-9391-2353;;;;;;;
Ankara;Arş. Gör. Dr.;Çağla;YAZAR;Anesteziyoloji ve Reanimasyon;;0853FD5334F562CE;;;0000-0002-3887-0314;;;;;;;
Ankara;Arş. Gör. Dr.;Beyza Meltem;YURTSEVER;Anesteziyoloji ve Reanimasyon;;A392DDFFAC4661AE;;;0000-0002-4737-7660;;;;;;;
Ankara;Prof. Dr.;Salih;GÜLŞEN;Beyin ve Sinir Cerrahisi;;8A82AF4C34CEB154;;;0000-0002-7535-1804;;55984654800;22634406700;;;;
Ankara;Prof. Dr.;Cem;YILMAZ;Beyin ve Sinir Cerrahisi;;AF11DCA8D6C21E8C;;;0000-0002-2353-8044;;14219837800;;;;;
Adana;Doç. Dr.;Kadir;TUFAN;Beyin ve Sinir Cerrahisi;;5A8B5D61C6FE9B7A;;;0000-0002-3277-4591;0000-0003-1509-4575;8694467700;;;;;kadir-tufan
Ankara;Doç. Dr.;Erkin;SÖNMEZ;Beyin ve Sinir Cerrahisi;;80E987D1FD31B4B6;;;0000-0002-5693-3542;;22636196800;;;;;erkin-sonmez
Adana;Dr. Öğr. Üyesi Dr.(Doç.);Soner;ÇİVİ;Beyin ve Sinir Cerrahisi;;0D83B78E11B69C8E;;;0000-0002-1055-5152;;37861034200;;;;;soner-civi
Adana;Dr. Öğr. Üyesi Dr.(Doç.);Emre;DURDAĞ;Beyin ve Sinir Cerrahisi;;16708582E63BC2C3;;;0000-0001-6939-5491;;26641005100;;;;;
Adana;Öğr. Gör. Dr.(Doç.);Özgür;KARDEŞ;Beyin ve Sinir Cerrahisi;;863753F19532189C;P-5895-2018;;0000-0003-2854-941X;;6506969835;24171409500;;;;ozgur-kardes
Ankara;Uzm. Dr. (Doç.);Selim;AYHAN;Beyin ve Sinir Cerrahisi;;;U-5409-2018;;0000-0003-0153-3012;;16032796300;;;;;
İzmir;Dr. Öğr. Üyesi Dr.;Faruk;ALTINEL;Beyin ve Sinir Cerrahisi;;D9FDB05A7C735627;;;0000-0002-8326-3900;;57188879581;;;;;
Ankara;Öğr. Gör. Dr.;Fikret;ŞAHİNTÜRK;Beyin ve Sinir Cerrahisi;;F052DE06397C6AF0;;;0000-0002-0471-3177;;55761619500;;;;;
İstanbul;Öğr. Gör. Dr.;Semra;IŞIK;Beyin ve Sinir Cerrahisi;;;K-6580-2015;;0000-0002-6929-7135;;55972140700;;;;;
Adana;Uzm. Dr.;Halil İbrahim;SÜNER;Beyin ve Sinir Cerrahisi;;;;;0000-0002-5957-8611;;56175196700;;;;;
Alanya;Uzm. Dr.;Serkan;KOŞDERE;Beyin ve Sinir Cerrahisi;;;;;0000-0001-9746-1070;;14630706400;;;;;
Alanya;Uzm. Dr.;Odhan;YÜKSEL;Beyin ve Sinir Cerrahisi;;;;;0000-0001-7339-1784;;;;;;;
İstanbul;Uzm. Dr.;Eylem Burcu;KAHRAMAN ÖZLÜ;Beyin ve Sinir Cerrahisi;;;;;0000-0003-1662-1103;;;;;;;
Konya;Uzm. Dr.;Ayhan;KART;Beyin ve Sinir Cerrahisi;;;;;;;;;;;;
Konya;Uzm. Dr.;Niyat Berkay;KÖKSOY;Beyin ve Sinir Cerrahisi;;;;;;;;;;;;
Ankara;Prof. Dr.;Nizamettin;DALKILIÇ;Biyofizik;;;;;0000-0002-2306-4467;;6603557343;;;;;
Ankara;Prof. Dr.;Erhan;KIZILTAN;Biyofizik;;EC1988EC922F93A3;;;0000-0001-6029-3835;;55768168300;;;;;erhan-kızıltan
Ankara;Prof. Dr.;Ersin;ÖĞÜŞ;Biyoistatistik;;8BB2800F5E6D46C0;;;0000-0002-9877-421X;0000-0002-3912-9384;6506378048;;;;;ersin-ogus
